Gene stable ID	NCBI gene ID
ENSDARG00000054010	58506
ENSDARG00000011661	5756
ENSDARG00000035871	6156
ENSDARG00000020191	5475
ENSDARG00000003811	23654
ENSDARG00000079202	10038
ENSDARG00000001767	3177
ENSDARG00000016415	55526
ENSDARG00000056200	23457
ENSDARG00000111714	552900
ENSDARG00000020387	25934
ENSDARG00000020387	55335
ENSDARG00000004204	80258
ENSDARG00000090993	6047
ENSDARG00000001259	2620
ENSDARG00000021945	9416
ENSDARG00000005015	64061
ENSDARG00000005015	728395
ENSDARG00000005015	728403
ENSDARG00000005015	728137
ENSDARG00000005015	7258
ENSDARG00000005015	100289087
ENSDARG00000005015	646817
ENSDARG00000077737	90864
ENSDARG00000089172	5797
ENSDARG00000068344	326625
ENSDARG00000058962	54957
ENSDARG00000003175	6811
ENSDARG00000026664	8725
ENSDARG00000056605	23558
ENSDARG00000104401	10730
ENSDARG00000076348	91807
ENSDARG00000109563	84967
ENSDARG00000008434	598
ENSDARG00000020102	57528
ENSDARG00000101630	56673
ENSDARG00000041417	537
ENSDARG00000041576	79873
ENSDARG00000011613	9584
ENSDARG00000042925	4242
ENSDARG00000074691	253714
ENSDARG00000039851	79947
ENSDARG00000057143	4055
ENSDARG00000057143	939
ENSDARG00000061272	54946
ENSDARG00000057660	90957
ENSDARG00000037188	6118
ENSDARG00000031138	79191
ENSDARG00000006963	1434
ENSDARG00000027112	2050
ENSDARG00000006283	8976
ENSDARG00000086483	3950
ENSDARG00000045142	3043
ENSDARG00000045142	3045
ENSDARG00000045142	3047
ENSDARG00000045142	3048
ENSDARG00000079892	23654
ENSDARG00000045887	64066
ENSDARG00000045887	4314
ENSDARG00000045887	4319
ENSDARG00000045887	4321
ENSDARG00000045887	4322
ENSDARG00000042285	148229
ENSDARG00000102750	1001
ENSDARG00000004889	175
ENSDARG00000013371	79763
ENSDARG00000099814	23403
ENSDARG00000057949	29015
ENSDARG00000091232	3758
ENSDARG00000070656	83461
ENSDARG00000018382	5583
ENSDARG00000036069	7919
ENSDARG00000092347	23247
ENSDARG00000093779	4283
ENSDARG00000094952	3385
ENSDARG00000055045	836
ENSDARG00000076773	116064
ENSDARG00000116796	5297
ENSDARG00000035391	79810
ENSDARG00000074552	374291
ENSDARG00000086405	80298
ENSDARG00000005126	9215
ENSDARG00000077531	7917
ENSDARG00000035066	93349
ENSDARG00000035066	7343
ENSDARG00000035066	6672
ENSDARG00000035066	642623
ENSDARG00000035066	127540
ENSDARG00000075618	206358
ENSDARG00000002696	2784
ENSDARG00000100981	339829
ENSDARG00000040180	10559
ENSDARG00000035954	51567
ENSDARG00000001313	55632
ENSDARG00000074703	90324
ENSDARG00000040907	2641
ENSDARG00000062756	51090
ENSDARG00000059166	9390
ENSDARG00000031976	4843
ENSDARG00000005108	100506658
ENSDARG00000113969	6827
ENSDARG00000100742	7905
ENSDARG00000100822	225689
ENSDARG00000095654	23371
ENSDARG00000100862	55890
ENSDARG00000101199	5950
ENSDARG00000002006	6257
ENSDARG00000008224	55737
ENSDARG00000062872	57380
ENSDARG00000060112	55638
ENSDARG00000034518	1787
ENSDARG00000039412	63950
ENSDARG00000013777	10848
ENSDARG00000069790	140735
ENSDARG00000044142	84532
ENSDARG00000093512	932
ENSDARG00000093512	2206
ENSDARG00000093512	64231
ENSDARG00000093512	58475
ENSDARG00000093512	245802
ENSDARG00000093512	84689
ENSDARG00000093512	64232
ENSDARG00000093512	931
ENSDARG00000093512	503497
ENSDARG00000093512	728588
ENSDARG00000093512	219995
ENSDARG00000093512	341116
ENSDARG00000110206	221692
ENSDARG00000061636	3765
ENSDARG00000110838	84871
ENSDARG00000078653	10928
ENSDARG00000038028	4700
ENSDARG00000051896	2201
ENSDARG00000089390	57104
ENSDARG00000103102	399888
ENSDARG00000104639	57820
ENSDARG00000070393	93058
ENSDARG00000018121	55835
ENSDARG00000100261	54627
ENSDARG00000034187	810
ENSDARG00000079078	3043
ENSDARG00000079078	3045
ENSDARG00000079078	3047
ENSDARG00000079078	3048
ENSDARG00000088117	2530
ENSDARG00000044255	92400
ENSDARG00000061051	339479
ENSDARG00000096445	151056
ENSDARG00000074248	65062
ENSDARG00000057435	23600
ENSDARG00000040482	26031
ENSDARG00000043271	79710
ENSDARG00000053527	28966
ENSDARG00000054300	115817
ENSDARG00000016815	55259
ENSDARG00000077516	9401
ENSDARG00000104541	2956
ENSDARG00000069961	3560
ENSDARG00000003411	3170
ENSDARG00000001447	57708
ENSDARG00000038737	51230
ENSDARG00000036190	10907
ENSDARG00000077920	114788
ENSDARG00000103118	10519
ENSDARG00000009142	23368
ENSDARG00000077553	5911
ENSDARG00000095963	170482
ENSDARG00000095963	93978
ENSDARG00000095963	338339
ENSDARG00000095963	50856
ENSDARG00000095963	50489
ENSDARG00000011125	6628
ENSDARG00000034753	10099
ENSDARG00000087162	284114
ENSDARG00000104069	81790
ENSDARG00000045760	56341
ENSDARG00000078284	5257
ENSDARG00000023160	9410
ENSDARG00000005894	11136
ENSDARG00000021566	133060
ENSDARG00000000943	22873
ENSDARG00000033610	254956
ENSDARG00000105237	4163
ENSDARG00000043301	112495
ENSDARG00000039466	3189
ENSDARG00000105458	158798
ENSDARG00000102176	51365
ENSDARG00000002597	80336
ENSDARG00000074563	2861
ENSDARG00000038397	79871
ENSDARG00000068978	2739
ENSDARG00000060410	7058
ENSDARG00000087131	3455
ENSDARG00000055554	7471
ENSDARG00000076110	285429
ENSDARG00000076110	26094
ENSDARG00000070165	4055
ENSDARG00000070165	939
ENSDARG00000078056	727800
ENSDARG00000104291	134391
ENSDARG00000062721	10260
ENSDARG00000029660	28991
ENSDARG00000063059	64241
ENSDARG00000030758	9626
ENSDARG00000030758	51440
ENSDARG00000041729	6641
ENSDARG00000102364	55665
ENSDARG00000052468	2932
ENSDARG00000014941	51002
ENSDARG00000062558	89970
ENSDARG00000089075	54620
ENSDARG00000100084	9728
ENSDARG00000099674	920
ENSDARG00000070343	3223
ENSDARG00000059304	51142
ENSDARG00000041621	583
ENSDARG00000003989	1394
ENSDARG00000003989	104909134
ENSDARG00000045414	54898
ENSDARG00000092362	3306
ENSDARG00000043818	57513
ENSDARG00000101786	390940
ENSDARG00000001771	131149
ENSDARG00000003091	100506658
ENSDARG00000000906	8935
ENSDARG00000078249	201294
ENSDARG00000038456	60488
ENSDARG00000092718	26301
ENSDARG00000069065	10950
ENSDARG00000008835	144568
ENSDARG00000111860	6010
ENSDARG00000044254	306
ENSDARG00000103610	93973
ENSDARG00000077982	1999
ENSDARG00000042409	5900
ENSDARG00000059274	3235
ENSDARG00000045127	51307
ENSDARG00000095445	79178
ENSDARG00000079698	79754
ENSDARG00000021811	810
ENSDARG00000076001	23396
ENSDARG00000042338	9170
ENSDARG00000037647	285533
ENSDARG00000027495	6785
ENSDARG00000110528	6855
ENSDARG00000102705	51633
ENSDARG00000076618	80213
ENSDARG00000035458	480
ENSDARG00000059575	127933
ENSDARG00000036066	10
ENSDARG00000014840	5961
ENSDARG00000070047	5999
ENSDARG00000109974	25880
ENSDARG00000013472	285429
ENSDARG00000013472	26094
ENSDARG00000100321	10135
ENSDARG00000037748	8501
ENSDARG00000037059	57153
ENSDARG00000036442	286410
ENSDARG00000032324	57669
ENSDARG00000037238	4090
ENSDARG00000011449	2242
ENSDARG00000025754	140739
ENSDARG00000043154	7351
ENSDARG00000116042	9469
ENSDARG00000003269	1182
ENSDARG00000040116	167465
ENSDARG00000100657	51162
ENSDARG00000105012	84294
ENSDARG00000096654	9389
ENSDARG00000096654	6584
ENSDARG00000096654	6583
ENSDARG00000074812	85462
ENSDARG00000074851	8698
ENSDARG00000032985	51264
ENSDARG00000003757	285888
ENSDARG00000061747	79742
ENSDARG00000059600	9135
ENSDARG00000063711	10612
ENSDARG00000099840	1902
ENSDARG00000019845	9124
ENSDARG00000022466	1184
ENSDARG00000099045	783
ENSDARG00000070164	23304
ENSDARG00000054570	23049
ENSDARG00000021378	51317
ENSDARG00000036636	84650
ENSDARG00000100313	23396
ENSDARG00000032704	55278
ENSDARG00000056554	5909
ENSDARG00000004952	91543
ENSDARG00000021208	3053
ENSDARG00000099675	23030
ENSDARG00000002347	1583
ENSDARG00000041022	27250
ENSDARG00000041062	794
ENSDARG00000006151	50940
ENSDARG00000006112	26509
ENSDARG00000102106	7051
ENSDARG00000061458	9678
ENSDARG00000059090	6752
ENSDARG00000006040	57404
ENSDARG00000012468	65985
ENSDARG00000092553	292
ENSDARG00000092459	130120
ENSDARG00000092459	5968
ENSDARG00000092459	5967
ENSDARG00000092459	5068
ENSDARG00000114552	10572
ENSDARG00000015010	93233
ENSDARG00000042723	2675
ENSDARG00000094204	8518
ENSDARG00000069381	130120
ENSDARG00000069381	5968
ENSDARG00000069381	5967
ENSDARG00000069381	5068
ENSDARG00000010956	51100
ENSDARG00000043802	932
ENSDARG00000043802	2206
ENSDARG00000043802	64231
ENSDARG00000043802	58475
ENSDARG00000043802	245802
ENSDARG00000043802	84689
ENSDARG00000043802	64232
ENSDARG00000043802	931
ENSDARG00000043802	503497
ENSDARG00000043802	728588
ENSDARG00000043802	219995
ENSDARG00000043802	341116
ENSDARG00000024560	6521
ENSDARG00000108006	163479
ENSDARG00000062258	25852
ENSDARG00000104722	4633
ENSDARG00000042396	440836
ENSDARG00000052188	84215
ENSDARG00000074223	29969
ENSDARG00000027169	402569
ENSDARG00000091277	219464
ENSDARG00000091277	390154
ENSDARG00000091277	390155
ENSDARG00000091277	138805
ENSDARG00000022974	64743
ENSDARG00000070019	8148
ENSDARG00000076829	54467
ENSDARG00000051712	912
ENSDARG00000051712	909
ENSDARG00000051712	911
ENSDARG00000051712	910
ENSDARG00000051712	913
ENSDARG00000016086	57154
ENSDARG00000015937	11133
ENSDARG00000015554	7546
ENSDARG00000006894	4986
ENSDARG00000038297	554235
ENSDARG00000008660	57175
ENSDARG00000100592	6543
ENSDARG00000053453	4355
ENSDARG00000101210	2734
ENSDARG00000013307	6143
ENSDARG00000105068	440335
ENSDARG00000053559	10099
ENSDARG00000116493	2548
ENSDARG00000074059	9231
ENSDARG00000078042	3454
ENSDARG00000011233	5130
ENSDARG00000075285	22808
ENSDARG00000102505	22954
ENSDARG00000034222	64342
ENSDARG00000034262	5338
ENSDARG00000054220	11154
ENSDARG00000100392	6222
ENSDARG00000043497	90507
ENSDARG00000044132	4969
ENSDARG00000035043	5204
ENSDARG00000021838	6228
ENSDARG00000010075	374308
ENSDARG00000070266	50859
ENSDARG00000077427	2843
ENSDARG00000020913	54606
ENSDARG00000115549	57552
ENSDARG00000074238	27154
ENSDARG00000115349	57106
ENSDARG00000060564	89874
ENSDARG00000075857	9489
ENSDARG00000018010	10491
ENSDARG00000021124	1072
ENSDARG00000098810	342865
ENSDARG00000070578	1907
ENSDARG00000100242	51611
ENSDARG00000042552	779
ENSDARG00000101586	343099
ENSDARG00000078433	57405
ENSDARG00000073909	9677
ENSDARG00000014159	284358
ENSDARG00000074457	5210
ENSDARG00000074457	5207
ENSDARG00000012426	4747
ENSDARG00000003446	64768
ENSDARG00000071694	10403
ENSDARG00000099664	9403
ENSDARG00000010958	11146
ENSDARG00000104316	65244
ENSDARG00000060917	54443
ENSDARG00000092762	222223
ENSDARG00000027938	56852
ENSDARG00000055113	94026
ENSDARG00000055113	285877
ENSDARG00000005704	79574
ENSDARG00000076924	57679
ENSDARG00000077029	699
ENSDARG00000019774	23051
ENSDARG00000034982	55596
ENSDARG00000073824	5923
ENSDARG00000039964	83888
ENSDARG00000017886	27107
ENSDARG00000029894	144195
ENSDARG00000029894	6515
ENSDARG00000060835	9895
ENSDARG00000075584	81533
ENSDARG00000078974	51287
ENSDARG00000044161	2894
ENSDARG00000004109	11120
ENSDARG00000001154	23504
ENSDARG00000042563	55320
ENSDARG00000098655	10749
ENSDARG00000100872	220213
ENSDARG00000008575	1130
ENSDARG00000063144	729956
ENSDARG00000068710	4811
ENSDARG00000043816	55808
ENSDARG00000079219	55669
ENSDARG00000062831	201633
ENSDARG00000069781	283677
ENSDARG00000005364	116444
ENSDARG00000032575	2810
ENSDARG00000053431	90990
ENSDARG00000110105	54741
ENSDARG00000043084	81926
ENSDARG00000000966	9612
ENSDARG00000039349	84109
ENSDARG00000029305	55971
ENSDARG00000005176	10
ENSDARG00000077639	27152
ENSDARG00000111942	57731
ENSDARG00000090152	10393
ENSDARG00000039616	64105
ENSDARG00000059917	54619
ENSDARG00000077372	7037
ENSDARG00000075249	284069
ENSDARG00000000474	7135
ENSDARG00000068199	23646
ENSDARG00000098445	79998
ENSDARG00000037746	60
ENSDARG00000040387	23531
ENSDARG00000061432	8706
ENSDARG00000015997	84975
ENSDARG00000056481	10493
ENSDARG00000013628	8763
ENSDARG00000093659	957
ENSDARG00000076299	90187
ENSDARG00000038867	6469
ENSDARG00000103714	5870
ENSDARG00000022599	23549
ENSDARG00000105093	126820
ENSDARG00000067714	8988
ENSDARG00000077202	4338
ENSDARG00000062017	79187
ENSDARG00000030872	1071
ENSDARG00000041072	57708
ENSDARG00000075013	85015
ENSDARG00000003769	93624
ENSDARG00000043361	8440
ENSDARG00000102375	55814
ENSDARG00000057169	24
ENSDARG00000039406	150696
ENSDARG00000012829	56624
ENSDARG00000012829	653308
ENSDARG00000043561	5700
ENSDARG00000028088	2584
ENSDARG00000058815	50846
ENSDARG00000101139	10555
ENSDARG00000051823	23553
ENSDARG00000059705	127731
ENSDARG00000038012	54854
ENSDARG00000075924	11069
ENSDARG00000101405	10610
ENSDARG00000013453	122402
ENSDARG00000101908	117177
ENSDARG00000078602	5731
ENSDARG00000076584	23598
ENSDARG00000077842	84962
ENSDARG00000052433	3623
ENSDARG00000058937	9071
ENSDARG00000076965	80321
ENSDARG00000077722	5523
ENSDARG00000104856	83636
ENSDARG00000075385	123283
ENSDARG00000035603	1610
ENSDARG00000100818	56267
ENSDARG00000102178	84034
ENSDARG00000091418	9784
ENSDARG00000059774	92241
ENSDARG00000094324	30008
ENSDARG00000020820	6730
ENSDARG00000036043	79797
ENSDARG00000052408	4247
ENSDARG00000088615	56413
ENSDARG00000078092	80774
ENSDARG00000005774	8653
ENSDARG00000005774	1654
ENSDARG00000018814	80004
ENSDARG00000090690	4753
ENSDARG00000008765	50999
ENSDARG00000034685	130612
ENSDARG00000025555	94103
ENSDARG00000102274	8086
ENSDARG00000041411	5888
ENSDARG00000041944	134637
ENSDARG00000002663	10133
ENSDARG00000103977	54386
ENSDARG00000006775	57091
ENSDARG00000094176	1032
ENSDARG00000032765	10276
ENSDARG00000086906	10617
ENSDARG00000005128	79621
ENSDARG00000037363	6764
ENSDARG00000062521	374868
ENSDARG00000091402	1967
ENSDARG00000062561	57143
ENSDARG00000021097	51497
ENSDARG00000055754	8243
ENSDARG00000074763	112609
ENSDARG00000019364	51562
ENSDARG00000074843	90102
ENSDARG00000008305	9464
ENSDARG00000037429	7092
ENSDARG00000005834	57459
ENSDARG00000009754	160419
ENSDARG00000055481	11016
ENSDARG00000055481	114108587
ENSDARG00000117069	64423
ENSDARG00000007370	8291
ENSDARG00000061397	9320
ENSDARG00000100940	2494
ENSDARG00000001721	729330
ENSDARG00000059682	29015
ENSDARG00000041569	1066
ENSDARG00000041569	221223
ENSDARG00000086425	9129
ENSDARG00000015947	8785
ENSDARG00000020197	6125
ENSDARG00000006225	10212
ENSDARG00000020581	9381
ENSDARG00000068149	127262
ENSDARG00000052641	3839
ENSDARG00000042866	2707
ENSDARG00000042826	1959
ENSDARG00000006524	6830
ENSDARG00000019835	7080
ENSDARG00000039493	51126
ENSDARG00000086288	29106
ENSDARG00000098654	23180
ENSDARG00000005565	377841
ENSDARG00000113103	10912
ENSDARG00000037067	79962
ENSDARG00000017494	7046
ENSDARG00000063145	7019
ENSDARG00000061638	79877
ENSDARG00000041150	57084
ENSDARG00000069958	10019
ENSDARG00000062532	387680
ENSDARG00000021846	283987
ENSDARG00000016754	6902
ENSDARG00000070351	3227
ENSDARG00000038954	56998
ENSDARG00000070512	10695
ENSDARG00000063211	149371
ENSDARG00000038442	5335
ENSDARG00000038537	26088
ENSDARG00000089961	81575
ENSDARG00000062727	80184
ENSDARG00000003803	8022
ENSDARG00000090912	10577
ENSDARG00000002391	116238
ENSDARG00000069855	25957
ENSDARG00000104043	2790
ENSDARG00000076546	7201
ENSDARG00000013822	119504
ENSDARG00000093022	1058
ENSDARG00000095949	64115
ENSDARG00000095949	143662
ENSDARG00000040004	93035
ENSDARG00000021022	55081
ENSDARG00000039346	4698
ENSDARG00000056625	7225
ENSDARG00000058094	148523
ENSDARG00000115573	353174
ENSDARG00000021899	11285
ENSDARG00000087074	63934
ENSDARG00000087074	79891
ENSDARG00000087074	7988
ENSDARG00000087074	100289678
ENSDARG00000088929	51646
ENSDARG00000061362	388650
ENSDARG00000035649	2134
ENSDARG00000038518	9342
ENSDARG00000025972	28985
ENSDARG00000041378	63898
ENSDARG00000079216	64174
ENSDARG00000078738	10135
ENSDARG00000073710	7874
ENSDARG00000003576	114792
ENSDARG00000060783	23527
ENSDARG00000077471	56941
ENSDARG00000031875	8989
ENSDARG00000020131	54874
ENSDARG00000094996	6783
ENSDARG00000094996	6822
ENSDARG00000094996	445329
ENSDARG00000060946	138429
ENSDARG00000016664	56254
ENSDARG00000026840	57636
ENSDARG00000008383	10552
ENSDARG00000088123	7764
ENSDARG00000070658	221527
ENSDARG00000024101	146
ENSDARG00000078311	55827
ENSDARG00000033956	5021
ENSDARG00000012144	56851
ENSDARG00000056582	9020
ENSDARG00000061685	10021
ENSDARG00000017126	10994
ENSDARG00000042641	1595
ENSDARG00000090286	5267
ENSDARG00000008948	50487
ENSDARG00000008948	147011
ENSDARG00000110709	340481
ENSDARG00000102963	51548
ENSDARG00000021209	54793
ENSDARG00000097487	375189
ENSDARG00000022303	51751
ENSDARG00000009953	9282
ENSDARG00000027984	2954
ENSDARG00000043727	10283
ENSDARG00000031198	10363
ENSDARG00000061057	50626
ENSDARG00000075007	9435
ENSDARG00000103740	65991
ENSDARG00000035562	9526
ENSDARG00000103025	3157
ENSDARG00000112045	558
ENSDARG00000062003	4645
ENSDARG00000034181	2100
ENSDARG00000078363	55283
ENSDARG00000104076	55658
ENSDARG00000078523	780
ENSDARG00000077698	55316
ENSDARG00000063466	57461
ENSDARG00000063466	100534599
ENSDARG00000026500	389668
ENSDARG00000068103	25790
ENSDARG00000008494	4637
ENSDARG00000008494	140465
ENSDARG00000070839	7813
ENSDARG00000044282	23137
ENSDARG00000046132	6990
ENSDARG00000010400	9209
ENSDARG00000037618	54541
ENSDARG00000045754	84190
ENSDARG00000062277	5522
ENSDARG00000060434	4131
ENSDARG00000104130	64062
ENSDARG00000058270	79709
ENSDARG00000052833	60685
ENSDARG00000058089	23248
ENSDARG00000014113	8976
ENSDARG00000077537	390916
ENSDARG00000012563	57107
ENSDARG00000045481	54103
ENSDARG00000109596	196743
ENSDARG00000104413	79641
ENSDARG00000038716	844
ENSDARG00000063433	480
ENSDARG00000099947	9052
ENSDARG00000099947	55507
ENSDARG00000010083	146713
ENSDARG00000052223	9626
ENSDARG00000052223	51440
ENSDARG00000014430	27342
ENSDARG00000061960	89910
ENSDARG00000079684	10629
ENSDARG00000061553	84302
ENSDARG00000030472	9121
ENSDARG00000061459	9693
ENSDARG00000075798	84640
ENSDARG00000029952	271
ENSDARG00000055159	1593
ENSDARG00000110642	776
ENSDARG00000042784	151449
ENSDARG00000004774	134430
ENSDARG00000115752	353174
ENSDARG00000038467	93185
ENSDARG00000036316	6170
ENSDARG00000075296	128876
ENSDARG00000043643	23301
ENSDARG00000079516	55847
ENSDARG00000018902	23481
ENSDARG00000103961	353497
ENSDARG00000053232	3688
ENSDARG00000062462	729956
ENSDARG00000023713	358
ENSDARG00000041910	84450
ENSDARG00000052703	493856
ENSDARG00000075619	79172
ENSDARG00000034076	84918
ENSDARG00000025094	9695
ENSDARG00000004176	54986
ENSDARG00000091271	80152
ENSDARG00000105362	23017
ENSDARG00000040644	92370
ENSDARG00000018840	26133
ENSDARG00000063001	10396
ENSDARG00000028664	10598
ENSDARG00000000690	284612
ENSDARG00000089162	134265
ENSDARG00000043559	2733
ENSDARG00000110269	85013
ENSDARG00000019973	11329
ENSDARG00000101595	7051
ENSDARG00000042904	100132074
ENSDARG00000038069	4248
ENSDARG00000076763	6668
ENSDARG00000073786	134147
ENSDARG00000017844	22818
ENSDARG00000057151	5550
ENSDARG00000089131	400935
ENSDARG00000043359	64777
ENSDARG00000079079	6783
ENSDARG00000079079	6822
ENSDARG00000079079	445329
ENSDARG00000057112	2848
ENSDARG00000003751	9113
ENSDARG00000035699	6728
ENSDARG00000061231	27283
ENSDARG00000111315	1755
ENSDARG00000031483	1297
ENSDARG00000095705	150383
ENSDARG00000090687	1102
ENSDARG00000011072	1663
ENSDARG00000037433	2332
ENSDARG00000090788	1478
ENSDARG00000075134	266977
ENSDARG00000034043	10265
ENSDARG00000098574	9295
ENSDARG00000038780	93349
ENSDARG00000038780	6672
ENSDARG00000038780	642623
ENSDARG00000038780	127540
ENSDARG00000077955	6049
ENSDARG00000039273	10516
ENSDARG00000098374	2317
ENSDARG00000058127	126823
ENSDARG00000076135	79812
ENSDARG00000045755	29080
ENSDARG00000052536	7072
ENSDARG00000013880	64847
ENSDARG00000075748	3071
ENSDARG00000057166	83938
ENSDARG00000012866	8301
ENSDARG00000056034	55529
ENSDARG00000057939	253943
ENSDARG00000100651	79031
ENSDARG00000077492	51761
ENSDARG00000021257	8664
ENSDARG00000090386	10849
ENSDARG00000053771	10307
ENSDARG00000090850	5267
ENSDARG00000037071	6231
ENSDARG00000031345	6242
ENSDARG00000035832	5697
ENSDARG00000101969	84109
ENSDARG00000061580	154881
ENSDARG00000001777	9631
ENSDARG00000027564	56924
ENSDARG00000027564	106821730
ENSDARG00000075203	79703
ENSDARG00000052950	57636
ENSDARG00000101289	2030
ENSDARG00000058200	257068
ENSDARG00000016830	284716
ENSDARG00000035821	9205
ENSDARG00000035741	8402
ENSDARG00000077648	57600
ENSDARG00000102583	2057
ENSDARG00000058370	83853
ENSDARG00000026941	26235
ENSDARG00000039007	2027
ENSDARG00000087390	3046
ENSDARG00000016260	9513
ENSDARG00000074468	56981
ENSDARG00000018270	10439
ENSDARG00000077237	64864
ENSDARG00000100170	5066
ENSDARG00000070150	10899
ENSDARG00000062377	1395
ENSDARG00000058570	56477
ENSDARG00000058570	10850
ENSDARG00000054208	5261
ENSDARG00000014910	24145
ENSDARG00000039215	409
ENSDARG00000022315	9550
ENSDARG00000101407	7051
ENSDARG00000061070	9469
ENSDARG00000105000	25966
ENSDARG00000014793	10938
ENSDARG00000007097	55502
ENSDARG00000035595	11153
ENSDARG00000033451	134145
ENSDARG00000098853	10938
ENSDARG00000045776	7555
ENSDARG00000045776	389874
ENSDARG00000101216	64769
ENSDARG00000036345	55783
ENSDARG00000090646	10188
ENSDARG00000055569	84514
ENSDARG00000099768	728747
ENSDARG00000099728	1645
ENSDARG00000099728	1646
ENSDARG00000099728	8644
ENSDARG00000099728	1109
ENSDARG00000054578	23204
ENSDARG00000059472	57514
ENSDARG00000004713	4085
ENSDARG00000111619	8361
ENSDARG00000005626	58480
ENSDARG00000099667	6637
ENSDARG00000020469	6885
ENSDARG00000104474	149233
ENSDARG00000104474	9180
ENSDARG00000104474	3590
ENSDARG00000061640	57568
ENSDARG00000089833	79754
ENSDARG00000002196	571
ENSDARG00000008767	7089
ENSDARG00000061804	57648
ENSDARG00000008727	727851
ENSDARG00000008727	729540
ENSDARG00000008727	653489
ENSDARG00000008727	285190
ENSDARG00000074074	79102
ENSDARG00000101009	163732
ENSDARG00000075854	2709
ENSDARG00000075854	127534
ENSDARG00000062087	57552
ENSDARG00000108060	23731
ENSDARG00000077388	23363
ENSDARG00000024306	9889
ENSDARG00000104139	480
ENSDARG00000103478	221078
ENSDARG00000009436	26043
ENSDARG00000079148	57701
ENSDARG00000010752	2182
ENSDARG00000074137	26005
ENSDARG00000074644	6695
ENSDARG00000061450	10420
ENSDARG00000075515	951
ENSDARG00000089983	646892
ENSDARG00000079295	774
ENSDARG00000087616	4137
ENSDARG00000035152	163
ENSDARG00000053939	7039
ENSDARG00000098771	57332
ENSDARG00000031562	6871
ENSDARG00000069893	56848
ENSDARG00000098831	2639
ENSDARG00000045863	142685
ENSDARG00000010596	84138
ENSDARG00000090421	10603
ENSDARG00000006915	55207
ENSDARG00000057497	140901
ENSDARG00000060626	1606
ENSDARG00000058729	55122
ENSDARG00000032277	57038
ENSDARG00000031316	4990
ENSDARG00000091660	9982
ENSDARG00000035875	113452
ENSDARG00000061544	196527
ENSDARG00000101982	84926
ENSDARG00000006837	4613
ENSDARG00000002909	27134
ENSDARG00000054898	932
ENSDARG00000054898	2206
ENSDARG00000054898	64231
ENSDARG00000054898	58475
ENSDARG00000054898	245802
ENSDARG00000054898	84689
ENSDARG00000054898	64232
ENSDARG00000054898	931
ENSDARG00000054898	503497
ENSDARG00000054898	728588
ENSDARG00000054898	219995
ENSDARG00000054898	341116
ENSDARG00000103691	64864
ENSDARG00000044436	8986
ENSDARG00000086114	84830
ENSDARG00000028448	55741
ENSDARG00000028448	111089941
ENSDARG00000068716	404093
ENSDARG00000059914	100288072
ENSDARG00000006491	84803
ENSDARG00000069806	6752
ENSDARG00000095802	388939
ENSDARG00000051962	4324
ENSDARG00000002795	56917
ENSDARG00000015002	1002
ENSDARG00000055642	2875
ENSDARG00000040925	7480
ENSDARG00000035163	219902
ENSDARG00000062948	10810
ENSDARG00000011582	6660
ENSDARG00000070770	26508
ENSDARG00000088079	146456
ENSDARG00000094678	85456
ENSDARG00000008480	115708
ENSDARG00000079805	29114
ENSDARG00000105394	79833
ENSDARG00000087585	84915
ENSDARG00000101222	84967
ENSDARG00000004358	2784
ENSDARG00000061294	394
ENSDARG00000004392	4055
ENSDARG00000004392	939
ENSDARG00000035136	6415
ENSDARG00000098742	57408
ENSDARG00000103001	9856
ENSDARG00000098822	10915
ENSDARG00000018022	4436
ENSDARG00000103785	6783
ENSDARG00000103785	6822
ENSDARG00000103785	445329
ENSDARG00000079483	6249
ENSDARG00000074540	81491
ENSDARG00000044569	149461
ENSDARG00000037860	125965
ENSDARG00000087013	8029
ENSDARG00000010238	55696
ENSDARG00000040021	9166
ENSDARG00000077465	57537
ENSDARG00000059048	9019
ENSDARG00000079198	8975
ENSDARG00000041947	55359
ENSDARG00000102277	284217
ENSDARG00000019707	51490
ENSDARG00000014378	6560
ENSDARG00000045768	1407
ENSDARG00000101316	9989
ENSDARG00000074075	84168
ENSDARG00000017853	9581
ENSDARG00000071203	171546
ENSDARG00000017084	8896
ENSDARG00000102307	6873
ENSDARG00000014208	9374
ENSDARG00000045706	10867
ENSDARG00000070560	64061
ENSDARG00000070560	728395
ENSDARG00000070560	728403
ENSDARG00000070560	728137
ENSDARG00000070560	7258
ENSDARG00000070560	100289087
ENSDARG00000070560	646817
ENSDARG00000101353	2165
ENSDARG00000039400	9533
ENSDARG00000094327	100505741
ENSDARG00000077906	494470
ENSDARG00000006011	57542
ENSDARG00000000861	23513
ENSDARG00000105123	10444
ENSDARG00000054793	284361
ENSDARG00000026473	6495
ENSDARG00000036152	2620
ENSDARG00000078180	3385
ENSDARG00000071868	7552
ENSDARG00000018257	8648
ENSDARG00000030750	200959
ENSDARG00000037921	51764
ENSDARG00000076191	222235
ENSDARG00000011360	84901
ENSDARG00000103799	3735
ENSDARG00000101079	283450
ENSDARG00000062350	23336
ENSDARG00000058557	3589
ENSDARG00000090696	342125
ENSDARG00000026053	6596
ENSDARG00000031222	9355
ENSDARG00000094441	23247
ENSDARG00000067672	64170
ENSDARG00000089878	4739
ENSDARG00000061690	91775
ENSDARG00000092976	4129
ENSDARG00000060837	7224
ENSDARG00000025309	8110
